1140512437273341953	FlagBot1	1560754329000			The flag for JPM Corporate pic.twitter.com/CXtzkgvSXv
1143447243439169536	YahooFinance	1561454041000	3	4	JPMorgan sees client interest in JPM coin for bond transactions https://yhoo.it/2RyTDE6 pic.twitter.com/UO6zTPVaqD
1143457865660870657	cryptorocket4	1561456574000		1	JPMorgan to test JPM Coin for business to business remittances https://www.cryptorocket.com/jpmorgan-to-test-jpm-coin-for-business-to-business-remittances/ …pic.twitter.com/mCnxjTG8jG
1142912509164302338	zerohedge	1561326551000	85	141	Investor cash holdings are at all time lows: JPM pic.twitter.com/bSlTl9viRh
1140630363175362562	bostonchaahhts	1560782445000		3	picked up small position of $JPM calls this morning. already rockin pic.twitter.com/53dylzw5kj
1143521801814847488	zachffox	1561471817000	1		Stress test results have analysts expecting $100 billion in shareholder returns from the big four U.S. banks: $JPM $BAC $WFC $C https://www.spglobal.com/marketintelligence/en/news-insights/trending/npARjdYppN6by0hClK-yPg2 …pic.twitter.com/OAQecPJRHb
1143527786637910016	egoapina	1561473244000	1	5	This is for the haters @Cxmify , @JPM_R6 & @Readiie_ https://store.playstation.com/#!/en-fi/tid=CUSA00572_00 …pic.twitter.com/yRBLiypxHx
1141821996734582784	apark_	1561066552000	18	31	Just published: Deutsche Bank to start investing in CLOs as the bank struggles to boost its profitability $DB  Joins several US and Japanese banks who have been big buyers of the AAA rated tranches following a decade of low interest rates $WFC $JPM $Cpic.twitter.com/iHYKL9jbqe
1143438991011799040	coindesk	1561452074000	89	175	.@jpmorgan is reportedly to start client trials of its "JPM Coin" cryptocurrency for intercompany remittances. http://ow.ly/k4LY50uM789 
1143248551784460288	apppro1	1561406669000			$JPM $BAC shameful... just shameful. almost every day too.pic.twitter.com/uwLhaySsUS
1143533352399454208	Tech_Noobs	1561474571000			JPMorgan Will Pilot ‘JPM Coin’ Stablecoin by End of 2019: Report https://cryptotrends.in/jpmorgan-will-pilot-jpm-coin-stablecoin-by-end-of-2019-report/ …pic.twitter.com/XAvKFZioo7
1143538878428721153	ZLOK	1561475889000			"may... soon" ™  inb4 JPM calls their coin a "success" and announces it's now running a Libra node.
1142490657757569024	the_chart_life	1561225973000	17	55	Which stocks actually matter?   $MSFT $AAPL $AMZN $JNJ $JPM $FB $V $GOOGL $BRK.B $DIS $CSCO $PG $BACpic.twitter.com/XXQbWXLrPi
1143169184727068672	RudyHavenstein	1561387747000	8	19	The OCC found that $JPM trades “constituted recklessly unsafe and unsound practices,” and “was part of a pattern of misconduct.” pic.twitter.com/u4bR4S4K3C
1141804940454707220	Schuldensuehner	1561062486000	60	80	S&P 500 closes at first all-time high since April driven by 3 macro events from this week: Draghi, Trump’s China/Xi tweet, FOMC. “Central banks are cutting” & “China deal is coming,” is current narrative, coupled w/some favorable positioning & quartered machinations, JPM says. pic.twitter.com/VXURv99aIF
1141725227753324544	NickatFP	1561043481000	1	5	JPM's monthly Guide to the Markets is now the daily Guide to the Markets pic.twitter.com/H83Blb6CTV
1141558562671345664	ClintIrvin7	1561003745000		6	The reason for postponement of $ABA ASM.  "VENUE"  JPM Accumulation?  pic.twitter.com/pJ85MfMPeL
